sentence,clean_text,sentimen,label_sentimen
"Bagus suasananya,tempatnya juga bersih.pelayanan bagus dan cepat sehingga tidak antri","bagus suasananya,tempatnya bersih.pelayanan bagus cepat antri",0.0,0
"Rasa nya selalu favorit sih, menu hemat nya gak bikin kantong jebol apalagi selalu ada promo gopay atau ovo jadi makin hemat dan bisa makan enak dong pasti nya.","nya favorit sih, menu hemat nya gak bikin kantong jebol promo gopay ovo hemat makan enak nya.",0.0,0
"Tempat bersih, rapi, kebersihan karyawan terjaga, sayang tiap coustumer datang tdk ada protokol kesehatan tdk di cek suhunya dan disfektannya, dan pelayanannya agak lambat, kurang cepat","bersih, rapi, kebersihan karyawan terjaga, sayang coustumer tdk protokol kesehatan tdk cek suhunya disfektannya, pelayanannya lambat, cepat",0.0,0
"Mencari makan siang di Plaza Surabaya, Menu Hoka Hoka Bento cukup banyak pilihan dan sedia paket yang murah, cukup enak dan harganya terjangkau. Pelayanannya cukup ramah dan ruang makannya cukup luas dan bersih.","mencari makan siang plaza surabaya, menu hoka hoka bento pilihan sedia paket murah, enak harganya terjangkau. pelayanannya ramah ruang makannya luas bersih.",0.0,0
Tempat yang cepat dalam pelayanan Menu juga sama seperti kebanyakan restaurant hokben lainnya. Overall rasa dan harga bersahabat. Recommendes untuk pecinta kuliner jepang.,cepat pelayanan menu kebanyakan restaurant hokben lainnya. overall harga bersahabat. recommendes pecinta kuliner jepang.,0.0,0
"Bersih, waktu buka puasa kurang gercep pegawainya, munkin bisa ditambah.","bersih, buka puasa gercep pegawainya, munkin ditambah.",0.0,0
Enak sih as usual...tp krg innovative hokben dari dulu nih... Ditambah dong menunya yg variatif gt misal menu bakaran jepang atau apa. Biar gak melulu gorengan n katsu gt...,enak sih as usual...tp krg innovative hokben nih... ditambah menunya yg variatif gt menu bakaran jepang apa. biar gak melulu gorengan n katsu gt...,0.6124,1
Pelayanan : baik,pelayanan :,0.0,0
Tempatnya sudah direnovasi jd lebih nyaman..,tempatnya direnovasi jd nyaman..,0.0,0
Untuk makanan ini selalu ingin untuk mengulanginya lagi,makanan mengulanginya,0.0,0
Suasana bersih . Pelayanan cepat Makanan enakk,suasana bersih . pelayanan cepat makanan enakk,0.0,0
"Saya suka menunya, tidak pernah bosan makan HokBen, stafnya ramah, lingkungan bersih,dan jalankan prokes dgn baik","suka menunya, bosan makan hokben, stafnya ramah, lingkungan bersih,dan jalankan prokes dgn",0.0,0
"Lumayan, pelayananx sudah berubah","lumayan, pelayananx berubah",0.0,0
Nama nya restoran cepat saji tapi untuk ayam goreng aja masih nunggu 30menit ... Sangat mengecewakan..,nama nya restoran cepat saji ayam goreng aja nunggu 30menit ... mengecewakan..,0.0,0
Pelayanannya buruk..... 2 kasir cuma jalan 1 kasir aja.... Jadi antri panjang.... Sampai nunggu 1jam... Hufh payah.... Pelayanannya👎👎👎 …,pelayanannya buruk..... 2 kasir jalan 1 kasir aja.... antri panjang.... nunggu 1jam... hufh payah.... pelayanannya👎👎👎 …,0.0,0
Pelayanan sangat ramah. Area makan cukup luas. Selalu suka sama hadiah-hadiah kidzu bento 😄 …,pelayanan ramah. area makan luas. suka hadiah-hadiah kidzu bento 😄 …,0.0,0
"Tempatnya kurang menyenangkan, jika ada yg ultah maka tempatnya jadi full bgt, kita orang luar jadi susah mendpat tempat duduk.","tempatnya menyenangkan, yg ultah tempatnya full bgt, orang susah mendpat duduk.",0.0,0
Saya sdh 3 kali kesini rasanya pas sesuai selera harga sangat sesuai dan terjangkau layanan sangat ramah,sdh 3 kali kesini pas sesuai selera harga sesuai terjangkau layanan ramah,0.0,0
"Pelayanan cepat, ada jalur antri sesuai jarak aman, ada sanitizer dan pembatas antara pembeli dan karyawan.","pelayanan cepat, jalur antri sesuai jarak aman, sanitizer pembatas pembeli karyawan.",0.0,0
"The place is not as big as any other outlets, and the seating place is not many too. But the taste is not different. It is yummy indeed!","the place is not as big as any other outlets, and the seating place is not many too. but the taste is not different. it is yummy indeed!",0.7088,1
"Tempat agak kepojok. Samping racha / gokana. Ancer2 cari aja KFC ato superindo. Lalu tengok ke kanan, ada jalanan kecil, lurus ajah. Samping atm center.","kepojok. samping racha / gokana. ancer2 cari aja kfc ato superindo. tengok kanan, jalanan kecil, lurus ajah. samping atm center.",0.0,0
"Nasi agak susah diambil dengan sumpit, yang seharusnya mudah bagi restoran yg mengusung konsep bento/Japanese.","nasi susah diambil sumpit, mudah restoran yg mengusung konsep bento/japanese.",0.0,0
"A decent fast food restaurant, with a very simple and minimalistic design.. it seems there was none of japanese design in the place. …","a decent fast food restaurant, with a very simple and minimalistic design.. it seems there was none of japanese design in the place. …",0.0,0
"Tempat cozy, ga terlalu rame dan menu lengkap. Cocok buat kalian pecinta hokben","cozy, ga rame menu lengkap. cocok pecinta hokben",0.0,0
Tempat cukup bersih Tidak terlalu luas …,bersih luas …,0.0,0
"Hokben disini termasuk lengkap dengan penyajian yang cukup cepat, tempatnya juga agak luas dan anak2 dapat merayakan ultahnya disini","hokben lengkap penyajian cepat, tempatnya luas anak2 merayakan ultahnya",0.0,0
Tempat nyaman. Pelayanan ramah... Cocok untuk makan bareng keluarga,nyaman. pelayanan ramah... cocok makan bareng keluarga,0.0,0
tempat makan nyaman dengan menu rasa yang enak dan pas di lidah jadi ga bosen makan disini.,makan nyaman menu enak pas lidah ga bosen makan disini.,0.0,0
"Pelayanan ya ampun ogah ogahan sama pembeli, nada bicara dan mukanya jutek gak ada senyum sama sekali.","pelayanan ya ampun ogah ogahan pembeli, nada bicara mukanya jutek gak senyum sekali.",0.0,0
Tempatnya cukup luas.. untuk pesta anak juga bisa. Harga makanan standard fast food..,tempatnya luas.. pesta anak bisa. harga makanan standard fast food..,0.0,0
"Pelayanannya lumayan lah, makanan enak, tempat luas dan bersih","pelayanannya lumayan lah, makanan enak, luas bersih",0.0,0
"Dapat kenyangnya,dapat ramahnya dapat murahnya","kenyangnya,dapat ramahnya murahnya",0.0,0
"Anak-anak suka di sini. Padahal tempatnya standar, ga terlalu luas. Tapi nyaman aja gitu.","anak-anak suka sini. tempatnya standar, ga luas. nyaman aja gitu.",0.0,0
I've just tried its brand new menu called Tokyo salad bowl which came in a reasonable portion and was so tasty. Just lovely!,i've just tried its brand new menu called tokyo salad bowl which came in a reasonable portion and was so tasty. just lovely!,0.6548,1
"Pelayananya baik, makananya sangat enak","pelayananya baik, makananya enak",0.0,0
Hokben di Plaza Surabaya. Menunya bisa di search ya.. Ada menu buat anak2. Bisa buat ultah juga. Porsi cukup.,hokben plaza surabaya. menunya search ya.. menu anak2. ultah juga. porsi cukup.,0.0,0
selalu puas dan hemat,puas hemat,0.0,0
"Tempatnya luas, menu nya enak enakk","tempatnya luas, menu nya enak enakk",0.0,0
Saya driver go jek pesanan kurang minuman sama karyawanya cuman dikasi makanannya aja minumannya tidak diberikan,driver go jek pesanan minuman karyawanya cuman dikasi makanannya aja minumannya,0.0,0
"Pegawai ramah, saya diberitahu kalau sudah waktu buka","pegawai ramah, diberitahu buka",0.0,0
Enak.. Ochanya bisa refill. Sayang dumpling gorengnya blum tersedia.,enak.. ochanya refill. sayang dumpling gorengnya blum tersedia.,0.1027,1
Makanan oke. Minuman (es sarang burung) nggak oke.,makanan oke. minuman (es sarang burung) nggak oke.,0.0,0
Tempat bersih dan nyaman Ada tempat untuk mengisi daya hp Dan juga pelayanan oke !,bersih nyaman mengisi daya hp pelayanan oke !,0.0,0
"Agak kotor meja dab kursinya, terutama yg dekat wastafel dan pintu masuk","kotor meja dab kursinya, yg wastafel pintu masuk",0.0,0
"Tempat yang luas & nyaman dengan konsep baru,sangat cocok buat makan bareng keluarga","luas & nyaman konsep baru,sangat cocok makan bareng keluarga",0.0,0
Masih sama seperti dulu... Istimewa,dulu... istimewa,0.0,0
Tempat makan fav di plaza Surabaya,makan fav plaza surabaya,0.4588,1
Iam not experience but hungry 😀😀😀 …,iam not experience but hungry 😀😀😀 …,0.0,0
Rasa yang sangat beraneka ragam selalu mmebuat saya ingin makan disini,beraneka ragam mmebuat makan,0.0,0
"Ngasal aja kalo di takeaway. Ga dikasih mayo, acar salad seupritttt","ngasal aja kalo takeaway. ga dikasih mayo, acar salad seupritttt",0.0,0
"makanan ini ternyata sesuai dengan lidah orang indonesia, dan porsinya pas di perut...","makanan sesuai lidah orang indonesia, porsinya pas perut...",0.0,0
"Bersih, dan pelayanan memuaskan untuk saya yg first time makan di hokben hehhe","bersih, pelayanan memuaskan yg first time makan hokben hehhe",0.0,0
Bagus tmpatnya. Banyak pembeli juga. Makan bisa dgan nyaman,bagus tmpatnya. pembeli juga. makan dgan nyaman,0.0,0
Nyaman suasana tidak terlallu ramai,nyaman suasana terlallu ramai,0.0,0
Tempatnya nyaman,tempatnya nyaman,0.0,0
Salah satu tempat masakan ala jepang yg sering dikunjungi disby,salah masakan ala jepang yg dikunjungi disby,0.0,0
Everything was fine. Kalo lagi promo pasti antrinya rame..,everything was fine. kalo promo antrinya rame..,0.2023,1
Mahal,mahal,0.0,0
"Kalo disini dressing acarnya cepet banget encernya, entah kenapa..","kalo dressing acarnya cepet banget encernya, kenapa..",0.0,0
Masi selalu rame yg makan disini,masi rame yg makan,0.0,0
"Menu nya murah, enak, pas di kantong","menu nya murah, enak, pas kantong",0.0,0
Nyaman untuk makan bersama keluarga,nyaman makan keluarga,0.0,0
Tempat nyaman dan menerapkan sekali protokol kesehatan,nyaman menerapkan protokol kesehatan,0.0,0
"Harga terjangkau, cozy, menunya lumayan banyak, enak","harga terjangkau, cozy, menunya lumayan banyak, enak",0.0,0
Tempatnya nyaman,tempatnya nyaman,0.0,0
Waralaba makanan cepat saji di dalam plasa surabaya lantai dasar,waralaba makanan cepat saji plasa surabaya lantai dasar,0.0,0
Favorit = value set upgrade shrimp dumpling.. Yummy,favorit = value set upgrade shrimp dumpling.. yummy,0.7003,1
Tempat nyaman buat family time,nyaman family time,0.0,0
"Enak makannya, nyaman tempatnya..","enak makannya, nyaman tempatnya..",0.0,0
Menu berbeda dan maknyus buat 4 sehat,menu berbeda maknyus 4 sehat,0.0,0
Hokben Plaza Surabaya lokasinya di lantai bawah sendiri dekat dengan ATM Center,hokben plaza surabaya lokasinya lantai atm center,0.0,0
Makanan cocok untuk anak2,makanan cocok anak2,0.0,0
Ok,ok,0.296,1
Layanan ini cepat,layanan cepat,0.0,0
Agak sempit tempatnya.,sempit tempatnya.,0.0,0
"Ocha, rasa air putihnya dingin sekali","ocha, air putihnya dingin",0.0,0
"Nyonya Saya membelinya secara online sejak lama, Saya sama dengan pelanggan dan sama dengan pembayar.","nyonya membelinya online lama, pelanggan pembayar.",0.0,0
"Karena banyak, banyak menu yang tidak tersedia sehingga harus menunggu 10-15 menit","banyak, menu tersedia menunggu 10-15 menit",0.0,0
Ada luka kaki dibawah meja....doanya bagus sekali....hanya penerangan kurang terang,luka kaki dibawah meja....doanya bagus sekali....hanya penerangan terang,0.0,0
Tahu itu 1 tok Tuangkan air lemon di atas air keran Ditambah lagi harganya agak mahal,1 tok tuangkan air lemon air keran ditambah harganya mahal,0.0,0
"Pencari kado bento kidzu, serial jam tangan lucu","pencari kado bento kidzu, serial jam tangan lucu",0.0,0
Rasanya biasa saja. Sesuai selera. Mahal,saja. sesuai selera. mahal,0.0,0
cicipi makanannya....harganya bagus...,cicipi makanannya....harganya bagus...,0.0,0
Rapi. Rapi. Membersihkan. Membersihkan.,rapi. rapi. membersihkan. membersihkan.,0.0,0
Oke.. Sip,oke.. sip,0.0,0
Ocha isi ulang pembalut baru,ocha isi ulang pembalut,0.0,0
Ini adalah tempat favorit istri saya. Hehehe,favorit istri saya. hehehe,0.0,0
Pelayanan ojolnya lambat sekali,pelayanan ojolnya lambat,0.0,0
Pilihan untuk anak-anak yang beragam,pilihan anak-anak beragam,0.0,0
E Putra,e putra,0.0,0
Anak-anak menyukainya,anak-anak menyukainya,0.0,0
Jika,,0.0,0
Itu rata-rata...,rata-rata...,0.0,0
pria meja,pria meja,0.0,0
Harus mengantri,mengantri,0.0,0
Cuaaaaaa,cuaaaaaa,0.0,0
Banyak,,0.0,0
Sipp,sipp,0.0,0
Enakk,enakk,0.0,0
Enak,enak,0.0,0
Sukaan istri,sukaan istri,0.0,0
Tempat yang bagus,bagus,0.0,0
vs normal,vs normal,0.0,0
Ada kecoak,kecoak,0.0,0
Buber 2022 😄 …,buber 2022 😄 …,0.0,0
anak haram......,anak haram......,0.0,0
Sakit perut,sakit perut,0.0,0
Tempatnya cukup strategis dan luas. Parkirannya sangat luas dan berbayar. Tersedia indoor berAC dan outdoor. Terdapat juga ruangan kecil untuk perayaan ulang tahun anak dan sebagainya. Pelayanannya cukup baik dan ramah.,tempatnya strategis luas. parkirannya luas berbayar. tersedia indoor berac outdoor. ruangan perayaan ulang anak sebagainya. pelayanannya ramah.,0.0,0
"Kesini sore pas ada birthday party, suasananya jadi rame banget. Stafnya ramah, rasa ramennya entah kenapa lebih enak dari outlet lain, mantap deh 👍 …","kesini sore pas birthday party, suasananya rame banget. stafnya ramah, ramennya enak outlet lain, mantap deh 👍 …",0.0516,1
"Kali pertama nyobain hokben di restonya langsung, ngerasa nyaman tempatnya, pegawai ramah, ac dingin dan ada satpamnya.","kali nyobain hokben restonya langsung, ngerasa nyaman tempatnya, pegawai ramah, ac dingin satpamnya.",0.0,0
"Lokasi strategis di tengah kota Surabaya jadi mudah diakses dari manapun, parkir cukup luar ada musholah dan bisa layanan drivetrue. Kebetulan kita pakai hall hokben utk acara perpisahan kelas paket yang ditawarkan menarik. Sudah disiapkan mc yg cukup menghibur anak2 jadi acara semakin meriah","lokasi strategis kota surabaya mudah diakses manapun, parkir musholah layanan drivetrue. pakai hall hokben utk acara perpisahan kelas paket ditawarkan menarik. disiapkan mc yg menghibur anak2 acara meriah",0.0,0
Lokasi restoran strategis di tengah kota. Dekat dengan Jl. Darmo. Restorannya ternyata cukup luas baik untuk parkir dan tempat dine-in. Menu tidak perlu saya nilai karena sama seperti Hokben pada umumnya.,lokasi restoran strategis kota. jl. darmo. restorannya luas parkir dine-in. menu nilai hokben umumnya.,0.0,0
Lelet parah bgt pesen es merah delima bilang nya nya nunggu 15 menit sampek satu jam gak dateng2. Sampai saya tinggal pulang (tgl 9-10-2024),lelet parah bgt pesen es merah delima bilang nya nya nunggu 15 menit sampek jam gak dateng2. tinggal pulang (tgl 9-10-2024),0.0,0
"Salah satu HokBen terenak yang pernah aku kunjungi. Dan enak disini bkan cm makanannya saja, tapi semua hal wkwk. Dari pelayanannya, makanannya, tempatnya, kebersihannya, suasananya. Semuanya enak. Harganya juga worth it dgn makanannya. …","salah hokben terenak kunjungi. enak bkan cm makanannya saja, wkwk. pelayanannya, makanannya, tempatnya, kebersihannya, suasananya. enak. harganya worth it dgn makanannya. …",0.2263,1
"Setelah berapa lama tidak makan hokben, saya cukup kecewa dengan ukuran gorengannya yang mengecil menjadi bulat, padahal dulu besar dan lonjong. Area parkir cukup luas, ada drive thru juga. …","makan hokben, kecewa ukuran gorengannya mengecil bulat, lonjong. area parkir luas, drive thru juga. …",0.0,0
"DRIVE THRUE TERBURUK NUNGGU DI JENDELA 15 menit gak direspon, akhirnya antri ikut gojek, EH ADA CEWE DATENG DI JENDELA DRIVE THRUE LANGSUNG DI RESPON 🤣🤣🤣 …","drive thrue terburuk nunggu jendela 15 menit gak direspon, antri gojek, eh cewe dateng jendela drive thrue langsung respon 🤣🤣🤣 …",0.0,0
"Tempat nyaman, pelayanan ramah, parkir luas, bisa dine in, drive thru. Namun ada sedikit masukan yakni perihal lalat. Krn saya lihat ada bbrp lalat yang masuk di resto. Semoga lebih diperhatikan lagi","nyaman, pelayanan ramah, parkir luas, dine in, drive thru. masukan perihal lalat. krn lihat bbrp lalat masuk resto. semoga diperhatikan",0.0,0
Kesini karena harus meetup makan siang bareng client yang ngebawa anaknya. Terletak di pusat kota menjadikan salah satu fast food bernuansa jepang ini menjadi rujukn buat orang-orang yang tidak ingin masuk dna antre di mall …,kesini meetup makan siang bareng client ngebawa anaknya. terletak pusat kota menjadikan salah fast food bernuansa jepang rujukn orang-orang masuk dna antre mall …,0.0,0
"Hari ini kecewa berat makan hokben. Padahal makan hokben biasanya enak2 aja, jam 09.40 saya ke sini pesen chicken yakiniku tapi rasanya bukan yakiniku, rasanya kecut dan berlendir.. saya komplain ke pelayan katanya gpp rasanya emang gitu …","kecewa berat makan hokben. makan hokben enak2 aja, jam 09.40 pesen chicken yakiniku yakiniku, kecut berlendir.. komplain pelayan gpp emang gitu …",0.0,0
"biasa pesennya yg premium set baru enak, kalo yg lain biasa aja sih. lokasinya lumayan besar dan enak juga kebetulan deket dr kos saya, minusnya keluar masuk tempatnya harus hati2 krn pas banget d pojokan lampu merah jdnya banyak org yg stop disitu. makanya lebih enak delivery sih","pesennya yg premium set enak, kalo yg aja sih. lokasinya lumayan enak deket dr kos saya, minusnya masuk tempatnya hati2 krn pas banget d pojokan lampu merah jdnya org yg stop disitu. enak delivery sih",-0.296,0
"Gerai Hokben yang wajib dikunjungin bila memang mau khusus berkunjung ke hokben karena gerainya tidak gabung dengan mall ataupun usaha lain. makanan enak banget untuk paket beef nya, waktu datang ada dapat promo ramen …","gerai hokben wajib dikunjungin khusus berkunjung hokben gerainya gabung mall usaha lain. makanan enak banget paket beef nya, promo ramen …",0.0,0
"Hokben polisi istimewa sekarang sudah direnovasi, tempatnya jadi lebih bagus dan sangat bersih dibandingkan resto fast food dan tempat lainnya, nyaman untuk bawa keluarga di sini dibandingkan dahulu. Petugas ramah dan sigap. Terdapat mushola di bagian belakang, mushola bersih dan terdapat mukena.","hokben polisi istimewa direnovasi, tempatnya bagus bersih dibandingkan resto fast food lainnya, nyaman bawa keluarga dibandingkan dahulu. petugas ramah sigap. mushola belakang, mushola bersih mukena.",0.0,0
Parah beli es pas dapet es nya secuil 🤣 zonkkkkk banget. Kasir hrs nya blg dongg es kosong kl mmg gak ada es nya.akhirnya gak kemakan angelll …,parah beli es pas dapet es nya secuil 🤣 zonkkkkk banget. kasir hrs nya blg dongg es kosong kl mmg gak es nya.akhirnya gak kemakan angelll …,0.0,0
Hampir 1 jam nunggu ngapain aja ya karyawannya kayak resto paling rame aja 😄 Hoka hemat 30 rb tapi waktunya segitu lama …,1 jam nunggu ngapain aja ya karyawannya kayak resto rame aja 😄 hoka hemat 30 rb segitu …,0.0,0
Pas sampai disini kondisi outletnya bersih ✅ Makanan ready dengan kondisi penataan cantik dan terlihat segar ✅ petugas perempuan siap ✅ kondisi tidak terlalu ramai✅ petugas menginformasikan refill ocha✅,pas kondisi outletnya bersih ✅ makanan ready kondisi penataan cantik segar ✅ petugas perempuan ✅ kondisi ramai✅ petugas menginformasikan refill ocha✅,0.3612,1
"Shrimp roll dan egg roll standar hokben namun acar lobak dan wortel sangat asam dan asin ga seperti standar hokben. Tapi yang bikin males balik, drive thru tapi diminta PARKIR! Baru kali ini drive thru diminta parkir, tolong diurus jukirnya, kayak preman aja!","shrimp roll egg roll standar hokben acar lobak wortel asam asin ga standar hokben. bikin males balik, drive thru parkir! kali drive thru parkir, tolong diurus jukirnya, kayak preman aja!",0.0,0
Tempat ini memang enak buat nongkrong cuma untuk kopi panas tidak tersedia,enak nongkrong kopi panas tersedia,0.0,0
"Parkiran luas, ruangan bersih, pilihan paketnya banyak macam, ruangan untuk acara ultah cukup besar..","parkiran luas, ruangan bersih, pilihan paketnya macam, ruangan acara ultah besar..",0.0,0
"makanannya enak, cocok buat anak2 juga. tapi kadang lamaaa bgt kalo pas pesen ramen. Kadang kalo pas rame mejanya lama ga dibersihin. Mungkin perlu dibikin self service (cleaning) kali ya seperti di beberapa resto lain.","makanannya enak, cocok anak2 juga. kadang lamaaa bgt kalo pas pesen ramen. kadang kalo pas rame mejanya ga dibersihin. dibikin self service (cleaning) kali ya resto lain.",0.0,0
"Tempat nyaman bnget bersih, parkiran luas pelayanan nya luamayan ok, pengalaman kemaren g sengaja numpahin minuman k lantai abis itu panggil pelayan untuk d bersihin tapi cuman di pel aja ada tisu basah d lantai g di angkut anjiirr, …","nyaman bnget bersih, parkiran luas pelayanan nya luamayan ok, pengalaman kemaren g sengaja numpahin minuman k lantai abis panggil pelayan d bersihin cuman pel aja tisu basah d lantai g angkut anjiirr, …",0.296,1
"Pelayanan ramah, tempatnya nyaman, luas, dingin, cocok untuk makan bersama kolega dan cocok untuk membawa anak","pelayanan ramah, tempatnya nyaman, luas, dingin, cocok makan kolega cocok membawa anak",0.0,0
"Seperti biasa, pelayanannya menurut saya bagus dan cepat tanggap. Order via gojek juga cepet banget nyampenya, padahal baru nelfon tapi udah nyampe aja. Suasana tempatnya selalu lumayan rame kalau disini. Cocok juga untuk yang punya acara …","biasa, pelayanannya bagus cepat tanggap. order via gojek cepet banget nyampenya, nelfon udah nyampe aja. suasana tempatnya lumayan rame disini. cocok acara …",0.0,0
"Jarang sekali makan Hokben sejak tampilan menu dan harga berubah. Karna sejak yang baru ini hokben jadi too pricey dengan porsi yang sangat imut, tidak sesuai gambar dan tidak sesuai harga. Kemarin makan karna terpaksa. Ditawari kids menu, …","jarang makan hokben tampilan menu harga berubah. karna hokben too pricey porsi imut, sesuai gambar sesuai harga. kemarin makan karna terpaksa. ditawari kids menu, …",0.0,0
"Makan Hokben terlama penyajiannya padahal makanan cepat saji, padahal gak terlalu ramai. Tingkatkan pelayanan, meja kotor juga lama di bersihkan. Tempat padahal bagus, sangat perlu peningkatan pelayanan minimal seperti outlet yang lainnya.","makan hokben terlama penyajiannya makanan cepat saji, gak ramai. tingkatkan pelayanan, meja kotor bersihkan. bagus, peningkatan pelayanan minimal outlet lainnya.",0.0,0
"Kekurangan karyawan, banyak meja belum dibersihkan Parkiran diatur oleh org external..kasih batas2 krndaraan yg menyulitkan. …","kekurangan karyawan, meja dibersihkan parkiran diatur org external..kasih batas2 krndaraan yg menyulitkan. …",0.0,0
"Makanan enak dan pelayanannya bagus, hanya saja tidak nyaman saat makan karena ada lalat di dalam ruangannya.","makanan enak pelayanannya bagus, nyaman makan lalat ruangannya.",0.0,0
"Bento Ramadhan makan bareng teman2 blogger. Tempatnya strategis, anak saya betah karena bisa main sepuasnya di play ground yg sudah disediakan ama pihak hokben. Parkirannya luasssss banget. Ada 2 ruangan buat yg mau kongkow. Di tempat ber …","bento ramadhan makan bareng teman2 blogger. tempatnya strategis, anak betah main sepuasnya play ground yg disediakan ama hokben. parkirannya luasssss banget. 2 ruangan yg kongkow. ber …",0.34,1
"Tempatnya nyaman, strategis dekat perembatan besar. Ada ruang meeting yang bisa dipergunakan tanpa mebayar biaya tambahan, cukup minimal 20 orang dengan membeli paket makanan yang tersedia. Ada LCD proyektor jika diperlukan. Parkir luas sekali, pelayanan cukup prima. Delivery order.","tempatnya nyaman, strategis perembatan besar. ruang meeting mebayar biaya tambahan, minimal 20 orang membeli paket makanan tersedia. lcd proyektor diperlukan. parkir luas sekali, pelayanan prima. delivery order.",0.0,0
[BENTO RAMADHAN] Kalo mau #Bukberseru cawww aja ke @hokben_id di #HokbenPolis dimana saat ramadhan ini ada menu #BentoRamadan dan yang paling penting buka 24 jam! Jadi kalo pgn …,[bento ramadhan] kalo #bukberseru cawww aja @hokben_id #hokbenpolis dimana ramadhan menu #bentoramadan buka 24 jam! kalo pgn …,0.0,0
"Lokasinya sebelum perempatan lampu merah Jl. Raya Darmo. Parkirnya luas. Sebelum pandemi, restoran ini bisa disewa untuk acara ulang tahun anak-anak. …","lokasinya perempatan lampu merah jl. raya darmo. parkirnya luas. pandemi, restoran disewa acara ulang anak-anak. …",0.0,0
"Tempatnya luas ditambah dengan fasilitas wifi, menjadikan makan disini dan nongkrong bersama teman menjadi nyaman. Tak perlu khawatir bagi orang tua, disini disediakan tempat untuk bermain anak. Disini juga bisa dibuat acara ulang tahun juga lhoo. Soak parkiran tak perlu dipikirin juga, karena disini parkirannya luas kok.","tempatnya luas ditambah fasilitas wifi, menjadikan makan nongkrong teman nyaman. khawatir orang tua, disediakan bermain anak. acara ulang lhoo. soak parkiran dipikirin juga, parkirannya luas kok.",0.0,0
nunggu sampai satu jam belum selesai juga di mohon pada pihak terkait coba di cek restorannya pegawai super duper lelet parah kebanyakan guyon,nunggu jam selesai mohon terkait coba cek restorannya pegawai super duper lelet parah kebanyakan guyon,0.5994,1
"Saya delivery ayam krispy nya hokben, ternyata enak banget di padu sama salad dan mayo khas hokben nya.","delivery ayam krispy nya hokben, enak banget padu salad mayo khas hokben nya.",0.0,0
"Tempatnya luas & bersih. Pelayanan cepat. Untuk menu sama semua seperti di cabang-cabang hokben yang lain. Value set menu yang irit, dengan harga yang cukup terjangkau, menunya juga lengkap, sudah include ocha & soup. Seharusnya juga disediakan saus tomat bagi yang tidak suka saus sambal.","tempatnya luas & bersih. pelayanan cepat. menu cabang-cabang hokben lain. value set menu irit, harga terjangkau, menunya lengkap, include ocha & soup. disediakan saus tomat suka saus sambal.",0.34,1
"Pelayanan cepet, tapi ntah mulai kapan pelayanan hokben konsepnya agak dirubah dari menadah sendiri makanan yang sudah dipilih lalu bayar sekarang pilih makanan ini itu langsung bayar lalu “menunggu” nomer dipanggil baru ambil makanannya. Gapapa gapapa yang penting kan masih cepet kalo lama yaa turun bintang","pelayanan cepet, ntah pelayanan hokben konsepnya dirubah menadah makanan dipilih bayar pilih makanan langsung bayar “menunggu” nomer dipanggil ambil makanannya. gapapa gapapa cepet kalo yaa turun bintang",0.0,0
tempatnya dekat dengan perempatan dan rambu lalu lintas gampang diakses mudah di kenali dari jauh ada delivery order …,tempatnya perempatan rambu lintas gampang diakses mudah kenali delivery order …,0.0,0
"Makanan enak utk semua umur, pelayanan ramah terampil cepat respon nya cocok resto keluarga","makanan enak utk umur, pelayanan ramah terampil cepat respon nya cocok resto keluarga",0.0,0
"Hokben ini letaknya strategis banget, di tengah kota gitu. Areanya luas, untuk parkir motor/mobil bisa menampung banyak. Drive Thru nya juga lega. Tempat makannya di dalam/diluar sama-sama nyaman. Area bermain untuk anaknya mudah diawadi.. …","hokben letaknya strategis banget, kota gitu. areanya luas, parkir motor/mobil menampung banyak. drive thru nya lega. makannya dalam/diluar nyaman. area bermain anaknya mudah diawadi.. …",0.0,0
Brand new logo Hokben dahulu hola hola bento. Enak tempat luas. Satu2nya Surabaya yang di liuar mall. Parkir muaat Mobil banyak. Bisa drive thru. Ada ruang pesta dan meetingnya . Mushala.,brand new logo hokben hola hola bento. enak luas. satu2nya surabaya liuar mall. parkir muaat mobil banyak. drive thru. ruang pesta meetingnya . mushala.,0.0,0
"Baby chair hanya 2 biji. Kurang donggg, sekelas hokben dimana menjadi andalan ibu2 ketika anaknya gtm.","baby chair 2 biji. donggg, sekelas hokben dimana andalan ibu2 anaknya gtm.",0.0,0
"Pelayanannya tidak tepat waktu, katanya nunggu 10 menit, ternyata sampe 30 menitan. Mungkin karna saya datang pas pagi jadi belum bener2 siap semua menunya","pelayanannya waktu, nunggu 10 menit, sampe 30 menitan. karna pas pagi bener2 menunya",0.0,0
Kalau pengen daging enak yang paket C tp no free drink. Kalau pengen daging dan kenyang banget yang premium sudah dapat kitkat dan free ocha bisa refil. Kalau pengen cobain tofu ya menurutku bakso tahu tepatnya juga enak.,pengen daging enak paket c tp no free drink. pengen daging kenyang banget premium kitkat free ocha refil. pengen cobain tofu ya menurutku bakso tepatnya enak.,0.6597,1
"Enak sih , apalagi klw malam duduknya diluar ada angin semilir dan ini sedang menikmati nobar bola Persib vs Persela , strategis tempatnya . Ada toilet diluar dekat tempat parkir . Ada wastafel diarah masuk pemesanan , ada beberapa hand …","enak sih , klw malam duduknya diluar angin semilir menikmati nobar bola persib vs persela , strategis tempatnya . toilet diluar parkir . wastafel diarah masuk pemesanan , hand …",0.4939,1
